P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_00_198.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_00_198.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_00_198.jpg,-1,0,0,2.94E-06
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_00_274.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_00_274.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_00_274.jpg,-1,0,0,2.98E-06
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_00_348.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_00_348.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_00_348.jpg,-1,0,0,1.88E-06
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_00_417.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_00_417.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_00_417.jpg,-1,0,0,8.07E-06
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_00_485.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_00_485.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_00_485.jpg,-1,0,0,9.03E-05
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_00_560.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_00_560.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_00_560.jpg,-1,0,0,2.48E-05
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_00_626.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_00_626.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_00_626.jpg,-1,0,0,0.000102322
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_00_693.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_00_693.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_00_693.jpg,-1,0,0,3.20E-05
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_00_760.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_00_760.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_00_760.jpg,-1,0,0,4.09E-05
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_00_828.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_00_828.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_00_828.jpg,-1,0,0,0.000124772
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_00_895.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_00_895.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_00_895.jpg,-1,0,0,5.93E-05
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_00_962.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_00_962.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_00_962.jpg,-1,0,0,6.34E-05
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_01_029.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_01_029.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_01_029.jpg,-1,0,0,7.68E-05
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_01_096.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_01_096.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_01_096.jpg,-1,0,0,0.000154973
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_01_163.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_01_163.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_01_163.jpg,-1,0,0,0.000164087
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_01_231.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_01_231.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_01_231.jpg,-1,0,0,0.000172735
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_01_306.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_01_306.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_01_306.jpg,-1,0,0,0.00010998
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_01_373.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_01_373.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_01_373.jpg,-1,0,0,0.000188069
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_01_440.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_01_440.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_01_440.jpg,-1,0,0,0.000194356
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_01_508.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_01_508.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_01_508.jpg,-1,0,0,0.000203404
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_01_575.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_01_575.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_01_575.jpg,-1,0,0,0.000213017
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_01_650.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_01_650.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_01_650.jpg,-1,0,0,0.000222032
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_01_717.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_01_717.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_01_717.jpg,-1,0,0,0.000228187
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_01_784.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_01_784.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_01_784.jpg,-1,0,0,0.000236137
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_01_852.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_01_852.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_01_852.jpg,-1,0,0,0.000162441
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_01_927.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_01_927.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_01_927.jpg,-1,0,0,0.000243686
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_01_994.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_01_994.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_01_994.jpg,-1,0,0,0.000172354
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_02_062.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_02_062.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_02_062.jpg,-1,0,0,0.000256993
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_02_129.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_02_129.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_02_129.jpg,-1,0,0,0.000187656
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_02_195.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_02_195.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_02_195.jpg,-1,0,0,0.000271531
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_02_263.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_02_263.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_02_263.jpg,-1,0,0,0.000278183
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_02_330.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_02_330.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_02_330.jpg,-1,0,0,0.00021031
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_02_406.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_02_406.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_02_406.jpg,-1,0,0,0.000293451
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_02_481.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_02_481.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_02_481.jpg,-1,0,0,0.000295781
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_02_548.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_02_548.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_02_548.jpg,-1,0,0,0.000219591
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_02_615.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_02_615.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_02_615.jpg,-1,0,0,0.000224814
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_02_682.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_02_682.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_02_682.jpg,-1,0,0,0.000232798
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_02_749.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_02_749.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_02_749.jpg,-1,0,0,0.000239085
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_02_816.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_02_816.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_02_816.jpg,-1,0,0,0.000320962
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_02_884.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_02_884.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_02_884.jpg,-1,0,0,0.00033001
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_02_959.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_02_959.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_02_959.jpg,-1,0,0,0.000260675
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_03_035.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_03_035.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_03_035.jpg,-1,0,0,0.000269757
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_03_102.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_03_102.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_03_102.jpg,-1,0,0,0.000278772
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_03_169.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_03_169.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_03_169.jpg,-1,0,0,0.00028496
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_03_245.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_03_245.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_03_245.jpg,-1,0,0,0.000293975
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_03_311.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_03_311.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_03_311.jpg,-1,0,0,0.000373454
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_03_378.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_03_378.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_03_378.jpg,-1,0,0,0.000373988
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_03_445.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_03_445.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_03_445.jpg,-1,0,0,0.000378645
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_03_512.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_03_512.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_03_512.jpg,-1,0,0,0.000307248
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_03_580.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_03_580.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_03_580.jpg,-1,0,0,0.000386662
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_03_646.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_03_646.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_03_646.jpg,-1,0,0,0.000392185
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_03_714.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_03_714.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_03_714.jpg,-1,0,0,0.000397539
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_03_789.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_03_789.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_03_789.jpg,-1,0,0,0.000367136
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_03_857.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_03_857.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_03_857.jpg,-1,0,0,0.000302092
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_03_932.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_03_932.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_03_932.jpg,-1,0,0,0.000307315
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_03_999.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_03_999.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_03_999.jpg,-1,0,0,0.000310308
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_04_066.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_04_066.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_04_066.jpg,-1,0,0,0.000315232
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_04_133.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_04_133.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_04_133.jpg,-1,0,0,0.000400667
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_04_200.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_04_200.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_04_200.jpg,-1,0,0,0.000284494
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_04_275.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_04_275.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_04_275.jpg,-1,0,0,0.000448832
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_04_343.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_04_343.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_04_343.jpg,-1,0,0,0.000112105
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_04_410.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_04_410.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_04_410.jpg,-1,0,0,0.000165356
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_04_486.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_04_486.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_04_486.jpg,-1,0,0,0.000130538
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_04_561.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_04_561.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_04_561.jpg,-1,0,0,0.000116325
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_04_628.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_04_628.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_04_628.jpg,-1,0,0,0.000246503
P:\DataSelfDrivingCar\sharp_turns\IMG\center_2019_08_07_16_28_04_694.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\left_2019_08_07_16_28_04_694.jpg,P:\DataSelfDrivingCar\sharp_turns\IMG\right_2019_08_07_16_28_04_694.jpg,-1,0,0,0.000291879
